,filename,width,height,depth,xmin,ymin,xmax,ymax,name
237,collage690.png,392,392,3,268,24,379,170,metal
238,collage690.png,392,392,3,1,196,194,391,cardboard
239,collage690.png,392,392,3,196,196,391,391,cardboard
240,collage691.png,392,392,3,1,1,159,195,plastic
241,collage691.png,392,392,3,262,27,391,195,glass
242,collage691.png,392,392,3,44,197,193,391,metal
243,collage691.png,392,392,3,196,242,389,392,paper
244,collage692.png,392,392,3,38,51,156,141,glass
245,collage692.png,392,392,3,198,31,382,196,trash
246,collage692.png,392,392,3,8,209,177,392,paper
247,collage692.png,392,392,3,275,273,301,311,metal
248,collage693.png,392,392,3,197,1,391,194,cardboard
249,collage693.png,392,392,3,1,52,196,186,glass
250,collage693.png,392,392,3,1,237,176,343,glass
251,collage693.png,392,392,3,218,196,377,392,glass
252,collage694.png,392,392,3,24,25,163,196,trash
253,collage694.png,392,392,3,242,75,295,118,plastic
254,collage694.png,392,392,3,1,211,192,390,cardboard
255,collage694.png,392,392,3,213,267,367,326,glass
256,collage695.png,392,392,3,29,25,152,195,paper
257,collage695.png,392,392,3,197,1,392,196,cardboard
258,collage695.png,392,392,3,1,196,196,360,paper
259,collage695.png,392,392,3,222,252,387,346,plastic
260,collage696.png,392,392,3,1,17,196,194,paper
261,collage696.png,392,392,3,264,69,324,129,metal
262,collage696.png,392,392,3,1,239,183,392,plastic
263,collage696.png,392,392,3,196,195,392,392,paper
264,collage697.png,392,392,3,52,25,141,174,glass
265,collage697.png,392,392,3,230,39,391,194,metal
266,collage697.png,392,392,3,1,196,164,391,paper
267,collage697.png,392,392,3,194,218,386,390,paper
268,collage698.png,392,392,3,1,8,124,170,glass
269,collage698.png,392,392,3,238,80,293,122,plastic
270,collage698.png,392,392,3,1,196,196,392,paper
271,collage698.png,392,392,3,197,246,343,354,glass
272,collage699.png,392,392,3,69,1,195,196,glass
273,collage699.png,392,392,3,199,33,345,188,paper
274,collage699.png,392,392,3,1,197,195,390,cardboard
275,collage699.png,392,392,3,195,196,392,378,metal
276,collage700.png,392,392,3,1,1,196,172,plastic
277,collage700.png,392,392,3,198,8,391,196,paper
278,collage700.png,392,392,3,75,238,137,357,trash
279,collage700.png,392,392,3,196,196,391,392,plastic
280,collage701.png,392,392,3,19,57,185,145,plastic
281,collage701.png,392,392,3,250,49,392,151,glass
282,collage701.png,392,392,3,20,242,137,348,plastic
283,collage701.png,392,392,3,195,196,390,392,cardboard
284,collage702.png,392,392,3,50,38,153,175,metal
285,collage702.png,392,392,3,275,1,380,194,glass
286,collage702.png,392,392,3,67,271,105,320,metal
287,collage702.png,392,392,3,196,195,392,392,paper
288,collage703.png,392,392,3,10,1,196,176,plastic
289,collage703.png,392,392,3,197,1,353,194,paper
290,collage703.png,392,392,3,100,221,195,392,metal
291,collage703.png,392,392,3,195,195,317,387,glass
292,collage704.png,392,392,3,1,1,153,196,paper
293,collage704.png,392,392,3,195,1,391,194,cardboard
294,collage704.png,392,392,3,46,253,173,391,metal
295,collage704.png,392,392,3,196,208,364,372,paper
296,collage705.png,392,392,3,49,40,104,145,glass
297,collage705.png,392,392,3,207,17,352,194,metal
298,collage705.png,392,392,3,89,196,196,358,metal
299,collage705.png,392,392,3,224,219,348,367,cardboard
300,collage706.png,392,392,3,1,1,183,195,paper
301,collage706.png,392,392,3,258,55,335,155,metal
302,collage706.png,392,392,3,1,200,196,392,glass
303,collage706.png,392,392,3,224,268,369,334,metal
304,collage707.png,392,392,3,74,1,170,128,metal
305,collage707.png,392,392,3,231,48,346,172,paper
306,collage707.png,392,392,3,1,194,153,392,paper
307,collage707.png,392,392,3,196,196,378,346,cardboard
308,collage708.png,392,392,3,24,1,189,194,cardboard
309,collage708.png,392,392,3,230,1,392,167,glass
310,collage708.png,392,392,3,40,220,133,367,cardboard
311,collage708.png,392,392,3,254,243,333,350,metal
312,collage709.png,392,392,3,1,45,157,180,metal
313,collage709.png,392,392,3,242,18,342,149,glass
314,collage709.png,392,392,3,1,196,195,390,cardboard
315,collage709.png,392,392,3,252,219,322,361,paper
316,collage710.png,392,392,3,46,50,141,150,glass
317,collage710.png,392,392,3,196,28,362,195,plastic
318,collage710.png,392,392,3,18,196,170,351,plastic
319,collage710.png,392,392,3,251,222,341,343,metal
320,collage711.png,392,392,3,35,1,180,196,paper
321,collage711.png,392,392,3,215,78,347,130,glass
322,collage711.png,392,392,3,1,196,127,390,glass
323,collage711.png,392,392,3,210,224,346,371,glass
324,collage712.png,392,392,3,64,57,184,177,metal
325,collage712.png,392,392,3,196,18,369,195,paper
326,collage712.png,392,392,3,43,249,196,390,metal
327,collage712.png,392,392,3,278,246,350,324,trash
328,collage713.png,392,392,3,58,75,142,129,trash
329,collage713.png,392,392,3,266,21,364,197,plastic
330,collage713.png,392,392,3,1,203,166,383,plastic
331,collage713.png,392,392,3,220,196,347,388,paper
332,collage714.png,392,392,3,1,1,196,195,cardboard
333,collage714.png,392,392,3,196,18,380,179,cardboard
334,collage714.png,392,392,3,61,258,182,335,glass
335,collage714.png,392,392,3,214,214,374,352,glass
336,collage715.png,392,392,3,1,40,186,197,paper
337,collage715.png,392,392,3,209,1,370,196,paper
338,collage715.png,392,392,3,42,250,118,348,plastic
339,collage715.png,392,392,3,248,234,349,359,glass
340,collage716.png,392,392,3,21,38,172,167,paper
341,collage716.png,392,392,3,195,1,377,195,paper
342,collage716.png,392,392,3,1,196,197,392,cardboard
343,collage716.png,392,392,3,246,256,374,390,trash
344,collage717.png,392,392,3,85,1,196,137,glass
345,collage717.png,392,392,3,230,35,339,157,cardboard
346,collage717.png,392,392,3,1,204,196,377,cardboard
347,collage717.png,392,392,3,253,236,366,392,metal
348,collage718.png,392,392,3,66,77,115,157,trash
349,collage718.png,392,392,3,200,1,367,195,metal
350,collage718.png,392,392,3,25,288,135,367,plastic
351,collage718.png,392,392,3,196,196,390,391,paper
352,collage719.png,392,392,3,65,50,109,122,plastic
353,collage719.png,392,392,3,203,67,386,170,plastic
354,collage719.png,392,392,3,18,234,165,390,trash
355,collage719.png,392,392,3,198,195,375,367,plastic
356,collage720.png,392,392,3,42,45,177,195,glass
357,collage720.png,392,392,3,196,1,392,194,cardboard
358,collage720.png,392,392,3,15,215,177,371,cardboard
359,collage720.png,392,392,3,229,256,391,392,metal
360,collage721.png,392,392,3,20,1,186,137,paper
361,collage721.png,392,392,3,232,32,345,155,paper
362,collage721.png,392,392,3,15,198,161,392,paper
363,collage721.png,392,392,3,196,223,390,334,glass
364,collage722.png,392,392,3,32,3,179,187,plastic
365,collage722.png,392,392,3,257,54,304,117,glass
366,collage722.png,392,392,3,1,195,196,392,cardboard
367,collage722.png,392,392,3,248,230,345,362,plastic
368,collage723.png,392,392,3,44,1,196,195,paper
369,collage723.png,392,392,3,270,76,306,113,plastic
370,collage723.png,392,392,3,17,238,149,348,paper
371,collage723.png,392,392,3,197,255,392,375,glass
372,collage724.png,392,392,3,1,1,195,195,cardboard
373,collage724.png,392,392,3,224,60,392,167,metal
374,collage724.png,392,392,3,37,195,127,384,plastic
375,collage724.png,392,392,3,213,302,388,387,plastic
376,collage725.png,392,392,3,9,70,196,147,glass
377,collage725.png,392,392,3,205,56,341,184,metal
378,collage725.png,392,392,3,27,239,116,347,glass
379,collage725.png,392,392,3,196,196,392,392,cardboard
380,collage726.png,392,392,3,1,1,196,196,cardboard
381,collage726.png,392,392,3,197,11,333,196,plastic
382,collage726.png,392,392,3,1,197,135,387,paper
383,collage726.png,392,392,3,196,196,380,392,paper
384,collage727.png,392,392,3,21,45,194,185,metal
385,collage727.png,392,392,3,195,1,391,194,cardboard
386,collage727.png,392,392,3,83,260,124,311,glass
387,collage727.png,392,392,3,195,195,386,392,cardboard
388,collage728.png,392,392,3,52,1,196,194,plastic
389,collage728.png,392,392,3,196,1,392,195,cardboard
390,collage728.png,392,392,3,33,231,146,353,cardboard
391,collage728.png,392,392,3,206,222,333,390,plastic
392,collage729.png,392,392,3,37,29,135,159,metal
393,collage729.png,392,392,3,245,25,348,161,metal
394,collage729.png,392,392,3,38,224,111,299,glass
395,collage729.png,392,392,3,266,198,392,392,metal
396,collage730.png,392,392,3,6,1,194,164,cardboard
397,collage730.png,392,392,3,195,1,391,195,plastic
398,collage730.png,392,392,3,38,262,114,346,plastic
399,collage730.png,392,392,3,228,205,373,381,paper
400,collage731.png,392,392,3,35,1,190,196,plastic
401,collage731.png,392,392,3,228,35,328,179,plastic
402,collage731.png,392,392,3,33,219,136,378,cardboard
403,collage731.png,392,392,3,196,196,392,390,cardboard
404,collage732.png,392,392,3,32,57,146,150,paper
405,collage732.png,392,392,3,224,21,355,180,paper
406,collage732.png,392,392,3,1,198,195,391,cardboard
407,collage732.png,392,392,3,217,214,392,370,plastic
408,collage733.png,392,392,3,54,19,154,165,glass
409,collage733.png,392,392,3,196,1,387,197,paper
410,collage733.png,392,392,3,48,204,181,392,cardboard
411,collage733.png,392,392,3,202,251,382,354,glass
412,collage734.png,392,392,3,66,36,138,195,glass
413,collage734.png,392,392,3,202,1,392,195,plastic
414,collage734.png,392,392,3,1,270,195,392,paper
415,collage734.png,392,392,3,216,196,364,330,glass
416,collage735.png,392,392,3,4,17,192,181,paper
417,collage735.png,392,392,3,228,10,360,172,metal
418,collage735.png,392,392,3,79,194,133,358,plastic
419,collage735.png,392,392,3,197,196,365,336,paper
420,collage736.png,392,392,3,58,80,196,195,glass
421,collage736.png,392,392,3,216,37,375,177,cardboard
422,collage736.png,392,392,3,21,195,195,392,paper
423,collage736.png,392,392,3,227,253,371,328,metal
424,collage737.png,392,392,3,12,46,174,196,glass
425,collage737.png,392,392,3,204,24,374,187,cardboard
426,collage737.png,392,392,3,57,271,120,309,metal
427,collage737.png,392,392,3,225,215,360,373,plastic
428,collage738.png,392,392,3,1,1,188,196,cardboard
429,collage738.png,392,392,3,250,30,361,159,metal
430,collage738.png,392,392,3,13,229,197,327,plastic
431,collage738.png,392,392,3,253,207,392,388,metal
432,collage739.png,392,392,3,1,1,106,194,plastic
433,collage739.png,392,392,3,199,65,381,142,plastic
434,collage739.png,392,392,3,1,195,196,392,cardboard
435,collage739.png,392,392,3,197,218,392,392,metal
436,collage740.png,392,392,3,3,69,173,164,plastic
437,collage740.png,392,392,3,209,78,390,194,paper
438,collage740.png,392,392,3,9,195,161,360,plastic
439,collage740.png,392,392,3,196,195,379,391,cardboard
440,collage741.png,392,392,3,1,1,154,178,paper
441,collage741.png,392,392,3,196,1,348,195,paper
442,collage741.png,392,392,3,65,229,122,341,trash
443,collage741.png,392,392,3,196,196,392,389,plastic
444,collage742.png,392,392,3,1,22,196,194,cardboard
445,collage742.png,392,392,3,196,1,363,196,paper
446,collage742.png,392,392,3,61,271,130,313,plastic
447,collage742.png,392,392,3,196,195,392,323,metal
448,collage743.png,392,392,3,1,1,196,196,cardboard
449,collage743.png,392,392,3,260,11,303,154,plastic
450,collage743.png,392,392,3,1,196,149,375,plastic
451,collage743.png,392,392,3,290,250,391,392,glass
452,collage744.png,392,392,3,44,51,136,128,plastic
453,collage744.png,392,392,3,267,1,365,195,glass
454,collage744.png,392,392,3,31,234,146,346,cardboard
455,collage744.png,392,392,3,231,256,350,356,paper
456,collage745.png,392,392,3,17,69,142,110,cardboard
457,collage745.png,392,392,3,208,53,392,195,glass
458,collage745.png,392,392,3,5,196,170,392,cardboard
459,collage745.png,392,392,3,196,207,360,392,paper
460,collage746.png,392,392,3,32,40,146,145,paper
461,collage746.png,392,392,3,221,48,379,193,metal
462,collage746.png,392,392,3,1,201,177,392,paper
463,collage746.png,392,392,3,202,195,371,390,paper
464,collage747.png,392,392,3,13,3,167,192,plastic
465,collage747.png,392,392,3,221,56,357,126,glass
466,collage747.png,392,392,3,1,196,186,384,metal
467,collage747.png,392,392,3,267,252,308,329,plastic
468,collage748.png,392,392,3,54,56,131,126,cardboard
469,collage748.png,392,392,3,275,2,358,164,plastic
470,collage748.png,392,392,3,46,250,122,327,glass
471,collage748.png,392,392,3,244,251,312,350,plastic
472,collage749.png,392,392,3,1,1,156,119,glass
473,collage749.png,392,392,3,227,13,354,196,paper
474,collage749.png,392,392,3,30,195,172,334,plastic
475,collage749.png,392,392,3,196,197,369,390,paper
476,collage750.png,392,392,3,69,56,117,133,metal
477,collage750.png,392,392,3,195,32,387,150,glass
478,collage750.png,392,392,3,1,196,170,392,paper
479,collage750.png,392,392,3,196,206,359,391,plastic
480,collage751.png,392,392,3,1,1,195,195,paper
481,collage751.png,392,392,3,242,1,392,180,glass
482,collage751.png,392,392,3,41,247,154,392,metal
483,collage751.png,392,392,3,195,202,391,338,cardboard
484,collage752.png,392,392,3,10,1,195,195,paper
485,collage752.png,392,392,3,265,29,367,163,metal
486,collage752.png,392,392,3,1,197,196,391,paper
487,collage752.png,392,392,3,195,235,391,301,glass
488,collage753.png,392,392,3,25,43,196,195,metal
489,collage753.png,392,392,3,239,7,356,158,metal
490,collage753.png,392,392,3,41,249,119,338,trash
491,collage753.png,392,392,3,196,235,360,357,plastic
492,collage754.png,392,392,3,1,1,195,194,paper
493,collage754.png,392,392,3,239,35,343,134,plastic
494,collage754.png,392,392,3,1,195,188,390,cardboard
495,collage754.png,392,392,3,234,217,349,377,metal
496,collage755.png,392,392,3,1,1,196,195,cardboard
497,collage755.png,392,392,3,197,20,373,98,glass
498,collage755.png,392,392,3,1,249,196,390,cardboard
499,collage755.png,392,392,3,253,268,341,333,cardboard
500,collage756.png,392,392,3,42,20,157,172,paper
501,collage756.png,392,392,3,233,37,360,149,paper
502,collage756.png,392,392,3,62,208,173,392,glass
503,collage756.png,392,392,3,233,259,392,367,glass
504,collage757.png,392,392,3,56,40,187,195,glass
505,collage757.png,392,392,3,263,1,360,189,paper
506,collage757.png,392,392,3,1,196,195,298,plastic
507,collage757.png,392,392,3,216,196,392,392,cardboard
